"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"756",407822,"Jorge De La Rosa","4192","18.0","0.331","0.260","0.330","0.591","0.426","0.358","0.274","42","127","79.3","12.8","1954","86.8","85.73","67","296","452","-1.1","5.52","109","150","113","146","302","325","300"
"736",434671,"Anibal Sanchez","6563","11.2","0.223","0.137","0.281","0.360","0.274","0.268","0.216","44","197","80.4","19.7","2331","89.1","89.13","73","361","373","0.0","6.12","108","150","109","147","298","319","294"
"734",543135,"Nathan Eovaldi","3859","19.0","0.233","0.174","0.246","0.407","0.296","0.309","0.262","40","172","84.4","18.3","2383","92.9","92.22","76","406","325","-0.7","5.89","110","153","111","148","291","321","294"
"733",519043,"Matt Moore","7953","9.2","0.320","0.160","0.366","0.480","0.362","0.342","0.277","64","200","82.6","18.1","2193","89.7","88.79","43","371","360","-0.9","5.78","108","147","111","146","292","314","295"
"717",458677,"Justin Wilson","3161","22.7","0.253","0.096","0.318","0.348","0.281","0.263","0.234","45","178","80.6","11.4","2455","91.2","90.23","101","398","317","-1.0","5.66","110","151","111","147","300","322","292"
"695",506433,"Yu Darvish","5373","12.9","0.285","0.185","0.317","0.469","0.340","0.338","0.287","37","130","81.0","14.3","2622","88.9","88.75","113","344","347","-0.2","5.96","109","149","108","148","295","326","298"
"694",541640,"Erasmo Ramirez","4109","16.9","0.217","0.161","0.238","0.379","0.271","0.326","0.243","35","161","82.5","22.0","2429","88.0","87.90","73","360","333","-0.1","6.08","111","153","113","148","293","323","297"
"692",642232,"Ryan Yarbrough","2398","28.9","0.271","0.141","0.303","0.412","0.321","0.304","0.262","48","177","77.9","15.3","2156","86.9","86.13","55","374","314","-0.8","5.84","109","154","113","147","297","320","289"
"683",547943,"Hyun-Jin Ryu","3455","19.8","0.239","0.131","0.282","0.369","0.293","0.293","0.246","42","176","80.9","9.9","2032","86.8","87.18","53","312","370","0.4","6.34","111","153","111","146","301","322","294"
"676",456501,"Johnny Cueto","6627","10.2","0.263","0.114","0.300","0.377","0.310","0.334","0.284","44","167","81.5","16.1","2275","88.1","87.17","38","296","377","-0.9","5.65","112","148","108","148","286","308","296"
"672",608678,"Dominic Leone","1948","34.5","0.287","0.159","0.351","0.446","0.325","0.289","0.234","45","157","80.7","12.7","2489","88.8","88.73","146","372","299","-0.1","6.14","110","150","112","147","300","323","296"
"669",458681,"Lance Lynn","6093","11.0","0.192","0.109","0.243","0.301","0.246","0.254","0.201","30","156","80.9","19.3","2464","87.2","86.42","71","285","382","-0.8","5.65","111","150","112","147","296","322","294"
"667",408241,"Jake Peavy","2027","32.9","0.292","0.174","0.323","0.466","0.346","0.367","0.292","47","161","85.2","16.3","2578","85.7","84.92","82","348","314","-0.8","5.68","111","148","110","147","285","307","297"
"642",453286,"Max Scherzer","10168","6.3","0.156","0.201","0.235","0.358","0.251","0.243","0.169","28","179","83.3","13.7","2442","88.5","87.92","144","422","207","-0.6","5.92","114","153","116","150","289","310","299"
"629",474699,"Vance Worley","2538","24.8","0.342","0.177","0.366","0.519","0.391","0.339","0.282","54","158","83.1","9.0","2226","87.9","86.18","59","321","306","-1.7","5.35","108","150","110","148","295","317","298"
"624",621345,"A.J. Minter","1293","48.3","0.235","0.065","0.361","0.301","0.260","0.260","0.232","36","153","82.2","13.0","2588","91.3","90.81","135","354","266","-0.5","5.74","105","149","107","149","297","317","293"
